title,price,rooms,bathrooms,area_sqm,price_per_sqm,total_rooms,"location_Al 'Awabi, Al Batinah•","location_Al Amarat, Muscat•","location_Al Buraimi, Al Buraimi•","location_Al Bustan, Muscat•","location_Al Duqum, Al Wusta•","location_Al Ghubrah, Muscat•","location_Al Hail, Muscat•","location_Al Khaboura, Al Batinah•","location_Al Khoud, Muscat•","location_Al Khuwair, Muscat•","location_Al Maabilah, Muscat•","location_Al Masn'a, Al Batinah•","location_Al Mawaleh, Muscat•","location_Al Mudaibi, Al Sharqiya•","location_Al Qabil, Al Sharqiya•","location_Al Rusayl, Muscat•","location_Al Rustaq, Al Batinah•","location_Al Seeb, Muscat•","location_Al Sifah, Muscat•","location_Al Sinainah, Al Buraimi•","location_Al Wadi Al Kabir, Muscat•","location_Ansab, Muscat•","location_Azaiba, Muscat•","location_Bahla, Al Dakhiliya•","location_Barka, Al Batinah•","location_Barr Al Jissah, Muscat•","location_Bidbid, Al Dakhiliya•","location_Bidiya, Al Sharqiya•","location_Bosher, Muscat•","location_Darsait, Muscat•","location_Ghala, Muscat•","location_Haima, Al Wusta•","location_Hamra, Al Dakhiliya•","location_Ibra, Al Sharqiya•","location_Ibri, Al Dhahirah•","location_Izki, Al Dakhiliya•","location_Liwa, Al Batinah•","location_Madinat As Sultan Qaboos, Muscat•","location_Mahut, Al Wusta•","location_Masira, Al Sharqiya•","location_Mirbat, Dhofar•","location_Misfah, Muscat•","location_Muqshin, Dhofar•","location_Muscat - Other, Muscat•","location_Muscat Hills, Muscat•","location_Mutrah, Muscat•","location_Nakhl, Al Batinah•","location_Nizwa, Al Dakhiliya•","location_Qantab, Muscat•","location_Qurayyat, Muscat•","location_Qurum, Muscat•","location_Ruwi, Muscat•","location_Sadah, Dhofar•","location_Saham, Al Batinah•","location_Salalah, Dhofar•","location_Sohar, Al Batinah•","location_Sultan Haitham City, Muscat•","location_Sumail, Al Dakhiliya•","location_Sur, Al Sharqiya•","location_Suwaiq, Al Batinah•","location_Taqah, Dhofar•","location_The Wave (Almouj), Muscat•","location_Wadi Al Ma'awal, Al Batinah•","location_Yiti, Muscat•","location_Yunqul, Al Dhahirah•"
Buying a villa with 10% down payment for 4 bedrooms,0.445162549213214,4.0,6.0,-0.04884463429066424,0.014215967615531446,0.8498852811477869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Modern Apartment for Sale in Muscat | شقة حديثة للبيع في مسقط,-0.12711622567696867,2.0,3.0,-0.1265654719082962,0.03151354685203171,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Amazing 1 BHK Apartment in Uptown |شقة غرفة وصالة في أب تاون ّFreeHold,-0.3915082520320012,1.0,2.0,-0.14399378094982582,-0.033842184426159355,-0.9284951134426571,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Exclusive 2 BHK Marina View | شقة راقية في يتي - Sustainable City Yiti,0.02130778656316121,2.0,3.0,-0.1260944365287954,0.08876072800972983,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1 BHK FreeHold Appartment uptow 15% down payment 44 Month Installment,-0.34081686517771115,1.0,1.0,-0.1350441087393106,-0.03438881855428744,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقة دوبلكس جديدة كليًا في العذيبة – موقع مميز  FSA83,-0.3954078847301127,2.0,3.0,-0.1345730733598098,-0.061091641447374403,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FREE HOLD!! Own your Town House at Wadi Zaha in Sultan Haitham City,0.05750221209779852,3.0,5.0,-0.07946193395821623,-0.017454518422339214,0.3417765969790887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Golf View | Pool View 1 BHK Aida Greate Escape2 | 40 Month Installment,-0.27297630618251345,1.0,2.0,-0.1567117361963474,0.13089043059760577,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
BOOK NOW Apartments in (SULTAN HAITHAM CITY) with 5 Years Payment Plan,-0.41106015061879253,1.0,1.0,-0.1515303470218386,-0.016569230422431993,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فيلا للبيع، مدينة السلطان هيثم Villa in Sultan Haitham City,0.2536353133512414,5.0,5.0,0.010976858905937342,-0.06328243963203292,0.8498852811477869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sea View 1BHK Appartment FreeHold Installmentشقة بغرفة نوم واحدة للبيع,-0.21252816114062553,1.0,2.0,-0.14634895784732982,0.08467820011736275,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Last Chance| Courtyard Villa at The Sustainable City–Yiti | فيلا للبيع,0.2877954816713127,3.0,5.0,-0.06438880181419063,0.007691047265649444,0.3417765969790887,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
Fully Furnished 2BHK Apartment For Sale in Lagoon – Al Mouj FSA56,-0.09218841312498569,2.0,2.0,-0.12373925963129141,0.035468125641915975,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Free Hold!! 95 sqm 1-Bedroom apartment for sale in Muscat Hills FSA45,-0.37621677893231986,1.0,2.0,-0.1383413563958162,-0.04266163996268526,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FREE HOLD!! Own a Studio at Yenaier in Sultan Haitham City,-0.4390599739777723,,1.0,-0.1477620639858322,-0.05029965632398999,-1.4366037976113555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
Amazing 2BHK Corner Flat For Sale  in Muscat Hills FSA12,-0.3263199038580584,2.0,3.0,-0.1275075426672978,-0.04617814844354187,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Free Hold!! Own Your Fully Managed Holiday Home in AIDA,0.3799127895007184,3.0,3.0,-0.12421029501079221,0.21832901844735908,-0.16633208718960965,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
FREE HOLD!! Book your 2BHK apartment now in Wadi Zaha - SHC,-0.34934923081540986,2.0,3.0,-0.1312758257033042,-0.04759730012443133,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
"1BHK Apartment FOR SALE in The BLV Tower, Muscat Hills",-0.37314620200467297,1.0,1.0,-0.1359861794983122,-0.047295872307410405,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reduced Price!!! 2BHK Apartment with Pool View in Muscat Hills FSA43,-0.34934923081540986,2.0,2.0,-0.1359861794983122,-0.03587510724028439,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقة للبيع في بناية شمس بوشر-Apartment for Sale (Shams Bousher Building,-0.4184372116874641,2.0,2.0,-0.1303337549443026,-0.07929506659686947,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"For Sale – One-Bedroom Apartment in Marsa Garden, Al Mouj Muscat",-0.19582038443306707,1.0,1.0,-0.1383413563958162,0.048471799452411944,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
"تملك على البحر من 83,000 ريال (تملك حر) Own by the Beach",-0.2994523557411484,1.0,1.0,-0.1501172408833362,0.05359632416116364,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Distress Sale Freehold 1 BHK with Residence Visa in Duqum for Just 22K,-0.5259074041551041,1.0,2.0,-0.1642483022683602,-0.05429569605822958,-0.9284951134426571,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
توين فيلا للبيع في حي الكوثر الخوض,-0.1651146151565985,6.0,7.0,-0.04177910359815224,-0.09236491294864962,1.6120483074008345,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
منزل للبيع في المعبيلة الجنوبية حي العز,-0.357025673134527,4.0,4.0,-0.07663572168121142,-0.10939444845172933,0.3417765969790887,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Amazing 2+1BHK FOR SALE in AL Mouj – Luban FSA24,-0.15743817283748138,2.0,2.0,-0.12326822425179061,0.009233578762715225,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
Twin Villa for Sale Soor Al Hadid,-0.28409947110291417,5.0,7.0,-0.005038343997089852,-0.122422635654757,1.3579939653164852,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Rare Opportunity – Marina View Apartment in Al Mouj at a Great Price,0.26476615471396125,2.0,2.0,-0.10913716286676661,0.10503653078743638,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
شقة مؤثثة بالكامل للبيع بتصميم عصري VIP في المعبيلة 5 / 1 خلف عرب سويت,-0.5028780771977527,2.0,2.0,-0.1355151441188114,-0.11010460871457833,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقة مؤثثة جزئيًا للبيع في المعبيلة قريب المدرسة الهندية على شارع النور,-0.4779296396606219,3.0,3.0,-0.12373925963129141,-0.11145799945359916,-0.16633208718960965,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
منزل للبيع في المعبيلة الصناعية في حي العز خلف جامع السلطان تيمور,-0.40692254820878837,2.0,3.0,0.06703006906653253,-0.1457395230339424,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقة سكنية للبيع ف المعبيلة حي الرحبة قريب مدرسة منار الحكمة,-0.5201500724157662,3.0,3.0,-0.1355151441188114,-0.1183118017522767,-0.16633208718960965,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
منزل مستقل للبيع في المعبيلة مقابل جامع السلطان تيمور بن فيصل,-0.3647021154536441,3.0,4.0,0.056667290717514925,-0.14093398609783817,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فيلا بجودة بناء عالية للبيع في مرتفعات الأنصب,0.16881062572499703,4.0,6.0,0.007679611249431744,-0.07157921149235098,0.8498852811477869,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
