Title,Location,Price,Rooms,Bathrooms,Size
ارض للبيع,"Al Amarat, Muscat•","OMR 27,000",600 SQM,N/A,N/A
منزل للبيع في بوشر ب 92 ألف ريال قابل للتفاوض,"Bosher, Muscat•","OMR 92,000Non Freehold",3,5,592 SQM
كونتر للبيع 700ريال,"Salalah, Dhofar•","OMR 1,000Freehold",10 SQM,N/A,N/A
أرض بالدسر سمائل بموقع ممتاز,"Sumail, Al Dakhiliya•","OMR 15,000",600 SQM,N/A,N/A
Villa For sale in Maabelah,"Al Maabilah, Muscat•","OMR 75,000Negotiable",4,4,345 SQM
اراضي للبيع مختلفه المساحات,"Bahla, Al Dakhiliya•","OMR 17,000","2,000 SQM",N/A,N/A
ارضين شبك للبيع,"Bahla, Al Dakhiliya•","OMR 27,000",630 SQM,N/A,N/A
انا المالك ارض في بوشر الضباط,"Bosher, Muscat•","OMR 130,000",576 SQM,N/A,N/A
ارض في بوشر,"Bosher, Muscat•","OMR 115,000",510 SQM,N/A,N/A
للبيع شقة مكونه من ٣ غرف نوم ومجلس مؤثثه في مدينة السلطان قابوس 153م,"Madinat As Sultan Qaboos, Muscat•","OMR 75,000Non Freehold",3,3,153 SQM
صلاله صناعيه للبيع المبني,"Salalah, Dhofar•","OMR 950,000Negotiable","2,500 SQM",N/A,N/A
توين فيلا للبيع الخوض السادسه,"Al Khoud, Muscat•","OMR 80,000Negotiable",6,6,300 SQM
أرض سكنية للبيع من المالك في ديل ٱل عبدالسلام,"Saham, Al Batinah•","OMR 3,500",650 SQM,N/A,N/A
1 BHK APPARTMENT - ALMOUJ,"The Wave (Almouj), Muscat•","OMR 135,000Negotiable",1,2,160 SQM
أرض سكني تجاري مميزة في المسفاة 5 مفتوحة من 3 جهات,"Misfah, Muscat•","OMR 53,000",400 SQM,N/A,N/A
أرض سكنية مميزة كورنر في بوشر السادسة,"Bosher, Muscat•","OMR 90,000",500 SQM,N/A,N/A
"أرض للبيع ""صياء""","Qurayyat, Muscat•","OMR 4,000",600 SQM,N/A,N/A
أرض سكنيه ف بركاء منطقة الدهس,"Barka, Al Batinah•","OMR 8,000",600 SQM,N/A,N/A
ارض سكنية في البريمي للبيع من المالك مباشرة,"Al Buraimi, Al Buraimi•","OMR 5,500",612 SQM,N/A,N/A
ارض للبيع,"Saham, Al Batinah•","OMR 5,000",600 SQM,N/A,N/A
وحدات الإسكان في حي العهد في العامرات,"Al Ghubrah, Muscat•","OMR 156,000Non Freehold",188 SQM,N/A,N/A
Unmissable Opportunity in Al Lagoon In the heart of the wave.,"The Wave (Almouj), Muscat•","OMR 77,000Negotiable",1,2,107 SQM
ارضين شبك في بركاء القريحة   lands in barka quraiha,"Barka, Al Batinah•","OMR 15,500Negotiable","1,200 SQM",N/A,N/A
مخيليف,"Saham, Al Batinah•","OMR 1,800Non Freehold",70 SQM,N/A,N/A
فرصة رائعة للسكن أو الاستثمار!,"Al Maabilah, Muscat•","OMR 85,000Non Freehold",6,6,600 SQM
Al Mouj 7BHK Tombazi Style Villa Al Buhaira,"The Wave (Almouj), Muscat•","OMR 750,000Negotiable",7,9,823 SQM
شقق ماجره للبيع,"Qurum, Muscat•","OMR 48,000Non Freehold",3,3,115 SQM
ارض سكنية ف بركاء,"Barka, Al Batinah•","OMR 24,000Negotiable",600 SQM,N/A,N/A
فرصة لمحبي الاستراحات أرض سكنية في بركاء منطقة القريحة,"Barka, Al Batinah•","OMR 4,800",611 SQM,N/A,N/A
ارض في الساحل قريات للبيع,"Qurayyat, Muscat•","OMR 13,500",600 SQM,N/A,N/A
ارض للبيع من المالك مباشرة العامرات حيم المرحلة الثالثة,"Al Amarat, Muscat•","OMR 13,800",600 SQM,N/A,N/A
منزل للبيع,"Misfah, Muscat•","OMR 59,000Non Freehold",2,2,105 SQM
كورنر الامجاد الخامسه,"Al Rustaq, Al Batinah•","OMR 12,700",647 SQM,N/A,N/A
منزل قديم للبيع,"Al Seeb, Muscat•","OMR 90,000","1,097 SQM",N/A,N/A
فلة للبيع في الجبل الأخضر,"Nizwa, Al Dakhiliya•","OMR 175,000Non Freehold",10,8,525 SQM
ارض سكني تجاري سياحي بعد فندق جراند صور منطقة حيوية,"Sur, Al Sharqiya•","OMR 77,000Negotiable",750 SQM,N/A,N/A
توين فيلا منفصلات للبيع في بركاء/ النعمان.,"Barka, Al Batinah•","OMR 55,000Non Freehold",4,7,275 SQM
ثلاث اراضي سكنيه شبك,"Ibri, Al Dhahirah•","OMR 16,000",765 SQM,N/A,N/A
ولاية صحم منطقة حلة الكحاحيل,"Saham, Al Batinah•","OMR 12,000",600 SQM,N/A,N/A
للبيع ارض سكنيه صحار حي الرفعه,"Sohar, Al Batinah•","OMR 10,000",600 SQM,N/A,N/A
للبيع ارض سكنيه صحم ديل ال عبدالسلام,"Saham, Al Batinah•","OMR 2,000",600 SQM,N/A,N/A
حوش للبيع في سور خزيمة شناص,"Shinas, Al Batinah•","OMR 8,000",600 SQM,N/A,N/A
توين فيلا للبيع الخوض السادسه,"Al Khoud, Muscat•","OMR 110,000Negotiable",7,7,300 SQM
ارض للبيع الحيل الشماليه,"Al Hail, Muscat•","OMR 85,000",600 SQM,N/A,N/A
أرخص أرض للبيع مفتوحة من ثلاث جهات,"Shinas, Al Batinah•","OMR 3,000",670 SQM,N/A,N/A
Modern Repairing work shops,"Al Maabilah, Muscat•","OMR 3,000Negotiable",44 SQM,N/A,N/A
ارض زراعية للبيع في ولاية صحار / الملتقى,"Sohar, Al Batinah•","OMR 55,000","3,493 SQM",N/A,N/A
توين فله للبيع منفصله السيب المعبيلة الثامنه,"Al Maabilah, Muscat•","OMR 63,000Non Freehold",4,4,307 SQM
للبيع ارض في طيمسا,"Nizwa, Al Dakhiliya•","OMR 6,000",663 SQM,N/A,N/A
أرض زراعيه قائمه خصبه للبيع فقط,"Barka, Al Batinah•","OMR 800,000","39,908 SQM",N/A,N/A
أرض سكنيه للبيع,"Al Seeb, Muscat•","OMR 180,000Negotiable","2,708 SQM",N/A,N/A
نزوى حى التراث خلف كليه التقنيه,"Nizwa, Al Dakhiliya•","OMR 2,000Non Freehold",150 SQM,N/A,N/A
أرض للاستثمار,"Al Masn'a, Al Batinah•","OMR 7,500",609 SQM,N/A,N/A
تجارية سكنية بالمعبيلة الجنوبية ارخص من سعر السوق في موقع ممتاز ومباشر,"Al Maabilah, Muscat•","OMR 105,000",400 SQM,N/A,N/A
أرض سكني تجاري في قلب روي النابض بالحركة,"Ruwi, Muscat•","OMR 959,500","3,838 SQM",N/A,N/A
أرض سكنية الموقع العامرات /الحاجر قريبة جدا من الخدمات,"Al Amarat, Muscat•","OMR 9,000",600 SQM,N/A,N/A
شقه في مبنى للبيع في العامرات السادسه,"Al Amarat, Muscat•","OMR 24,000Non Freehold",3,3,104 SQM
للبيع شقة بغرفتين في بوشر مع اقساط لمدة مائة شهرا بدون فوائد,"Bosher, Muscat•","OMR 46,573Non Freehold",2,2,93.03 SQM
Penthouse Shaden Al Hail 2 BHK apartment for sale,"Al Hail, Muscat•","OMR 60,000Negotiable",2,2,173 SQM
للبيع ارض سكينة في مدينة النهضة الحشية الثانية,"Al Amarat, Muscat•","OMR 4,000",600 SQM,N/A,N/A
للبيع ارض في الحشية قريبة من مشتشفى ابن سينا مطلوب 10000 قابل,"Al Amarat, Muscat•","OMR 10,000Negotiable",600 SQM,N/A,N/A
ارض للبيع لزغ3 كونرررر ع شارع قار تصلح لبناء توين فيلا,"Sumail, Al Dakhiliya•","OMR 25,000",690 SQM,N/A,N/A
بركا حي السلام,"Barka, Al Batinah•","OMR 350,000Freehold",690 SQM,N/A,N/A
سكنيه في الهمبار بصحار لقطه,"Sohar, Al Batinah•","OMR 40,000Negotiable",600 SQM,N/A,N/A
سكنيه بمساحة 600 متر في مدينة الطيب ب 10 قابل للتفاوض,"Liwa, Al Batinah•","OMR 10,000Negotiable",600 SQM,N/A,N/A
فيلا للبيع بركاء الصومحان الجنوبية قريب الشارع العام,"Barka, Al Batinah•","OMR 54,000Negotiable",5,5,304 SQM
للبيع في ولاية الجبل الاخضر,"Nizwa, Al Dakhiliya•","OMR 53,000",600 SQM,N/A,N/A
شقة فندقية مؤجرة ب 650 مؤثثة بالكامل ٥ نجوم,"Al Hail, Muscat•","OMR 70,000Negotiable",2,2,100 SQM
مطلوب أرض في الدسر,"Sumail, Al Dakhiliya•","OMR 7,000",600 SQM,N/A,N/A
فرصة ذهبية أرض في موقع ممتاز في المروج ركنية,"Salalah, Dhofar•","OMR 100,000Negotiable","1,000 SQM",N/A,N/A
منزل للبيع في المعبيلة الجنوبية,"Al Maabilah, Muscat•","OMR 95,000Negotiable",600 SQM,N/A,N/A
للبيع ارض سكني تجاري اول خط البحر بالسيب,"Al Seeb, Muscat•","OMR 350,000",900 SQM,N/A,N/A
سكنيه للبيع سفالة ابراء,"Ibra, Al Sharqiya•","OMR 35,000","6,300 SQM",N/A,N/A
فله للبيع من المالك مباشرة . . تفضل وتواصل,"Salalah, Dhofar•","OMR 57,000Non Freehold",4,5,233 SQM
أرض سكنيه تجارية مميزة في حلة النصر وسط المنطقة السكنية فرصة للإستثمار,"Al Maabilah, Muscat•","OMR 100,000",300 SQM,N/A,N/A
ارض تجاريه,"Sohar, Al Batinah•","OMR 15,000Negotiable",300 SQM,N/A,N/A
Travel and Tourism business for sell,"Al Maabilah, Muscat•","OMR 2,700Freehold",138 SQM,N/A,N/A
بنايه في المعبيله جنب عرب سويت مباشر,"Al Maabilah, Muscat•","OMR 570,000Non Freehold",400 SQM,N/A,N/A
ارض سكنية للبيع,"Barka, Al Batinah•","OMR 15,000",694 SQM,N/A,N/A
AL MOUJ UNIT,"The Wave (Almouj), Muscat•","OMR 100,000Negotiable",1,1,87 SQM
للبيع عاجل بسعر ممتاز توين فيلا بالامكان اخذ واحدة او الاثنين,"Al Maabilah, Muscat•","OMR 45,000Non Freehold",5,5,345 SQM
فرصة فيلا في الموالح الجنوبية بالقرب من سلطان للتسوق كورنر للبيع,"Al Khoud, Muscat•","OMR 110,000Non Freehold",5,5,300 SQM
Garage & Used Spare Parts shop for sale,"Al Maabilah, Muscat•","OMR 6,500Negotiable",64 SQM,N/A,N/A
*فرصة ذهبية! فلة للبيع في العامرات - المنطقة الخامسة*,"Al Amarat, Muscat•","OMR 55,000Non Freehold",2,2,129.35 SQM
Garage & Used Spare Parts shop for sale great location,"Al Maabilah, Muscat•","OMR 6,500Negotiable",64 SQM,N/A,N/A
شقه مؤثثه للبيع غرفه وصاله ودورتين مياه ومطبخ,"Bosher, Muscat•","OMR 31,000Non Freehold",1,2,60 SQM
Grocery Store,"Mutrah, Muscat•","OMR 5,000Negotiable",50 SQM,N/A,N/A
Coffee shop,"Al Mawaleh, Muscat•","OMR 2,600Negotiable",10 SQM,N/A,N/A
شقة للبيع في مكان حيوي جدا فالغبرة الجنوبية,"Al Ghubrah, Muscat•","OMR 45,000Negotiable",2,3,110 SQM
شقة مؤثثة بالكامل للبيع في بوشر,"Bosher, Muscat•","OMR 39,900Negotiable",2,2,"9,999 SQM"
2 BHK almouj meria East (facing the mall),"The Wave (Almouj), Muscat•","OMR 120,000Freehold",2,2,130 SQM
بيت للبيع,"Al Hail, Muscat•","OMR 120,000Non Freehold",312 SQM,N/A,N/A
للبيــع مبنــى سكنـــي تجــاري فـي الخــوض الســـادســة,"Al Seeb, Muscat•","OMR 250,000Freehold",200 SQM,N/A,N/A
فرصه ذهبيه لتملك محل في سندان الصناعيه فرصه لا تتفوت وبسعر مناسب ومناف,"Al Maabilah, Muscat•","OMR 18,000Negotiable",52 SQM,N/A,N/A
مطعم الاكيل بالخوير 33,"Al Khuwair, Muscat•","OMR 37,000Non Freehold",250 SQM,N/A,N/A
أدم - الحاجر,"Adam, Al Dakhiliya•","OMR 50,000Negotiable",2,2,"6,612 SQM"
للبيع في قلب سوق السيب,"Al Seeb, Muscat•","OMR 20,000Non Freehold",48 SQM,N/A,N/A
فيلا أرضية مع شقتين في العامرات للبيع,"Al Amarat, Muscat•","OMR 98,000Non Freehold",12,11,483 SQM
Apartment for sale in sifa golf view,"Al Sifah, Muscat•","OMR 85,000Negotiable",2,3,106 SQM
tire shop for sale,"Salalah, Dhofar•","OMR 2,800Negotiable",10 SQM,N/A,N/A
"commercial land, infront pakistan school darsait","Darsait, Muscat•","OMR 220,000",600 SQM,N/A,N/A
للبيع ارض سكنية في العامرات الحاجر الخط الأول من الشارع,"Al Amarat, Muscat•","OMR 10,500",600 SQM,N/A,N/A
فرصه استثمار منزلين للبيع,"Yunqul, Al Dhahirah•","OMR 49,900Negotiable",6,4,517 SQM
شقة للبيع,"Al Mawaleh, Muscat•","OMR 35,000Non Freehold",2,2,92 SQM
ارض للبيع - صناعي,"Saham, Al Batinah•","OMR 32,000","1,000 SQM",N/A,N/A
للبيع ارض سكني تجاري موقع ممتاز جدا خلف مول مسقط المعبيله الجنوبية,"Al Maabilah, Muscat•","OMR 350,000","1,500 SQM",N/A,N/A
بناية للبيع في وسط سوق مطرح ( العرين ),"Mutrah, Muscat•","OMR 140,000Non Freehold",129 SQM,N/A,N/A
روي حلة القلعة,"Ruwi, Muscat•","OMR 43,000Negotiable",226 SQM,N/A,N/A
RESTAURANT SALE,"Al Maabilah, Muscat•","OMR 14,000Freehold",137 SQM,N/A,N/A
يوجد لدينا اراضي بافضل الأسعار في العامرات,"Al Amarat, Muscat•","OMR 15,000",900 SQM,N/A,N/A
شقه للبيع في بوشر الانصب على الشارع السريع,"Ansab, Muscat•","OMR 36,000Non Freehold",2,2,70 SQM
أرض تجارية بمساحة 600م. سوبر كورنر، في الصحمي خلف صناعية صحم,"Saham, Al Batinah•","OMR 22,000",600 SQM,N/A,N/A
بيت للبيع في صحم حلة الكحاحيل من بيوت المشروع,"Saham, Al Batinah•","OMR 42,000Non Freehold",3,3,681 SQM
للبيع ارض شبه كونر في العامرات الحشية,"Al Amarat, Muscat•","OMR 5,000",600 SQM,N/A,N/A
العامرات,"Al Amarat, Muscat•","OMR 50,000Negotiable",600 SQM,N/A,N/A
للبيع ارض سكنيه بركا مخطط الدهس,"Barka, Al Batinah•","OMR 8,500",600 SQM,N/A,N/A
A running coffee shop for sale contact@76613290,"Ruwi, Muscat•","OMR 5,500Negotiable","1,973 SQM",N/A,N/A
منزل بالوادي الكبير,"Al Wadi Al Kabir, Muscat•","OMR 50,000Negotiable",3,2,190 SQM
بناية سكني تجاري للبيع,"Al Khoud, Muscat•","OMR 370,000Non Freehold",200 SQM,N/A,N/A
شقق مفروشة للبيع,"Muscat Hills, Muscat•","OMR 95,000Freehold",2,3,139.8 SQM
فرصة أرض سكنية تجارية ولاية إبراء (المراني) على الشارع العام,"Ibra, Al Sharqiya•","OMR 39,900Negotiable",894 SQM,N/A,N/A
COFFE SHOP FOR SALE,"Bosher, Muscat•","OMR 5,000Negotiable","55,555 SQM",N/A,N/A
العامرات الخامسة,"Al Amarat, Muscat•","OMR 65,000Non Freehold",3,4,230 SQM
Commercial space / unit for sale in Athaiba,"Azaiba, Muscat•","OMR 76,600Non Freehold",43 SQM,N/A,N/A
عبري ( الطيب ),"Ibri, Al Dhahirah•","OMR 5,000",600 SQM,N/A,N/A
"Al Jafnayn, seeb","Al Seeb, Muscat•","OMR 66,000",741 SQM,N/A,N/A
ولايه قريات بمه,"Qurayyat, Muscat•","OMR 16,000Negotiable",618 SQM,N/A,N/A
أرض في صحلنوت  قريبه من السعاده  صلالة,"Salalah, Dhofar•","OMR 26,450",600 SQM,N/A,N/A
أراضي للبيع,"Barka, Al Batinah•","OMR 38,000","1,200 SQM",N/A,N/A
ارض ف مخطط البستان العامرات البجريه فرصه العمر وجميله لتوين فيلا ٢,"Al Amarat, Muscat•","OMR 39,000",600 SQM,N/A,N/A
ارض للبيع بولاية قريات فنس,"Qurayyat, Muscat•","OMR 10,000",600 SQM,N/A,N/A
Amazing Duplex Apartment Opposite to Grand Mall,"Al Ghubrah, Muscat•","OMR 59,500Negotiable",2,3,100 SQM
جزء من توين فيلا متلاصقات (خلفية ) ف الغبره (يمنع الوسطاء),"Al Ghubrah, Muscat•","OMR 105,000Non Freehold",4,7,386 SQM
mabil land commercial for sale,"Al Maabilah, Muscat•","OMR 350,000Negotiable","2,000 SQM",N/A,N/A
مطعم للمأكولات السورية والشرقية للبيع يكافة محتوياته,"Al Khuwair, Muscat•","OMR 6,500Freehold",150 SQM,N/A,N/A
توين ڤلا للبيع في صحنوت,"Salalah, Dhofar•","OMR 45,000Non Freehold",3,4,300 SQM
The Pearl Muscat,"Muscat Hills, Muscat•","OMR 84,000Freehold",1,2,78 SQM
صناعيه سناو,"Al Mudaibi, Al Sharqiya•","OMR 35,000Negotiable","2,000 SQM",N/A,N/A
ITC Freehold in Hawana Salalah,"Salalah, Dhofar•","OMR 51,000Negotiable",1,1,93 SQM
ladies beauty salon for sale,"Al Khoud, Muscat•","OMR 7,500Negotiable",700 SQM,N/A,N/A
مبنى سكني  نص مسلح بخرايط  لبناء ثلاث طوابق  ب 44 الف في السيب مؤجر,"Al Seeb, Muscat•","OMR 44,000Negotiable",104 SQM,N/A,N/A
Land for Sale IN Mussanah ABU ABALI,"Al Masn'a, Al Batinah•","OMR 12,500Negotiable",602 SQM,N/A,N/A
أرض للبيع في سيح غراله هصاص سمائل,"Sumail, Al Dakhiliya•","OMR 14,000Negotiable",600 SQM,N/A,N/A
فلة للبيع في العامرات الجفينه,"Al Amarat, Muscat•","OMR 55,000Negotiable",5,6,287 SQM
للبيع شقة دوبلكس طابقين الخوض - إمكانية الشراء بالأقساط بدون فوائد,"Al Khoud, Muscat•","OMR 60,000Freehold",3,3,126 SQM
أرض سكنية للبيع ٧نروح,"Barka, Al Batinah•","OMR 25,000",600 SQM,N/A,N/A
محل للبيع ( تمليك ) من المالك مباشر,"Al Amarat, Muscat•","OMR 19,000Freehold",30 SQM,N/A,N/A
فرصه انا المالك والملك. أرض للبيع مربع 12 قريب جامع المهيمن,"Al Amarat, Muscat•","OMR 19,500",600 SQM,N/A,N/A
انا الشاري مطلوب أراضي جميع أنحاء العامرات,"Al Amarat, Muscat•","OMR 100,000",600 SQM,N/A,N/A
صناعية للبيع  99256919,"Suwaiq, Al Batinah•","OMR 45,000","1,200 SQM",N/A,N/A
توين فيلا للبيع الصومحان الشمالية,"Barka, Al Batinah•","OMR 56,500Non Freehold",4,6,300 SQM
فيلا للبيع في المعبيلة الجنوبية الثامنة,"Al Maabilah, Muscat•","OMR 84,000Non Freehold",4,5,350 SQM
فيلا راقية للبيع المعبيلة7,"Al Maabilah, Muscat•","OMR 76,000Negotiable",5,5,330 SQM
للبيع ارض صناعية في ولاية نزوى بركة الموز مخطط الرميلي,"Nizwa, Al Dakhiliya•","OMR 37,000","1,103 SQM",N/A,N/A
Luxury 2 BR apartment in Juman 2 شقة غرفتين في جمان 2 الموج,"The Wave (Almouj), Muscat•","OMR 245,000Negotiable",2,3,126 SQM
ارضين شبك للبيع المصنعة,"Al Masn'a, Al Batinah•","OMR 8,500",605 SQM,N/A,N/A
للبيع محل كهربائي وقطع غيار داخل محطة بترول في موقع مميز,"Al Hail, Muscat•","OMR 9,000Negotiable",100 SQM,N/A,N/A
مسقط الوادي الكبير,"Al Wadi Al Kabir, Muscat•","OMR 53,000Negotiable",4,4,300 SQM
ارض ف الفليج الثانيه بركاء جنبها بيوت,"Barka, Al Batinah•","OMR 12,000Negotiable",600 SQM,N/A,N/A
أرض في سمائل الدسر,"Sumail, Al Dakhiliya•","OMR 10,000Negotiable",600 SQM,N/A,N/A
شقه مفروشه في الموج من المالك مباشره ب 135 الف,"The Wave (Almouj), Muscat•","OMR 135,000Negotiable",2,2,150 SQM
للبيع شقه من اصل فيله مستقله في السادسه قريب من البريد على شارع الرحبه,"Al Amarat, Muscat•","OMR 25,000Freehold",2,3,117 SQM
Rented villa (Dar Al Zain),"Al Seeb, Muscat•","OMR 92,000Negotiable",5,5,323 SQM
أرض سكنية للبيع / الخوض 17,"Al Khuwair, Muscat•","OMR 83,000",319 SQM,N/A,N/A
أنا الشاري  مطلوب أراضي سكنية  في ولاية العامرات,"Al Amarat, Muscat•","OMR 6,000",600 SQM,N/A,N/A
شققة للبيع من المالك مباشرة تم تخفيض السعر,"Al Maabilah, Muscat•","OMR 21,500Non Freehold",3,2,84 SQM
منزل للبيع,"Ansab, Muscat•","OMR 62,000Negotiable",318 SQM,N/A,N/A
فرصة نادرة لامتلاك منزل بموقع مثالي وبتصميم أنيق وبسعر معقول,"Al Amarat, Muscat•","OMR 89,000Non Freehold",4,6,354 SQM
منزل للبيع في الرايبة مساحة الأرض ٦٠٠ والبناء ٢٠٧,"Ibri, Al Dhahirah•","OMR 40,000Freehold",3,4,207 SQM
للبيع او بدل راس الحد وسط الحاره,"Sur, Al Sharqiya•","OMR 17,500Negotiable",649 SQM,N/A,N/A
ارض للبيع بالقرب من جسر الغافات,"Bahla, Al Dakhiliya•","OMR 14,000Negotiable",630 SQM,N/A,N/A
شاليه للبيع,"Suwaiq, Al Batinah•","OMR 60,000Negotiable",2,4,227 SQM
ارض سكنية 1000 متر مربع للبيع في منطقة بمه ولاية قريات,"Qurayyat, Muscat•","OMR 25,000","1,000 SQM",N/A,N/A
للبيع,"Sumail, Al Dakhiliya•","OMR 38,000Freehold",3,3,157 SQM
بيت الاحلام اخر تصميم في موقع ممتاز,"Suwaiq, Al Batinah•","OMR 88,000Freehold",8,8,772 SQM
منزل للبيع,"Al Seeb, Muscat•","OMR 1,005Non Freehold",4,7,402 SQM
فلة للبيع في بركاء صومحان الجنوبية,"Barka, Al Batinah•","OMR 55,900Non Freehold",5,8,330 SQM
RUNNING MOBILE SHOP FOR SALE,"Ruwi, Muscat•","OMR 2,500Negotiable",300 SQM,N/A,N/A
مسقط العامرات,"Al Amarat, Muscat•","OMR 59,000Non Freehold",7,8,390 SQM
Al amerat 5/2,"Al Amarat, Muscat•","OMR 40,000",600 SQM,N/A,N/A
صحم خلف البلديه,"Saham, Al Batinah•","OMR 25,000",755 SQM,N/A,N/A
للبيع أرض زراعي,"Al Amarat, Muscat•",OMR 120,"1,214 SQM",N/A,N/A
ارض سكنية تجاري في ولاية شناص,"Shinas, Al Batinah•","OMR 40,000",977 SQM,N/A,N/A
Office for Sale,"Bosher, Muscat•","OMR 2,500Negotiable",3,1,25 SQM
منزل للبيع في نطائل فنجاء,"Bidbid, Al Dakhiliya•","OMR 18,000Non Freehold",4,2,111 SQM
مصيرة,"Masira, Al Sharqiya•","OMR 15,000",600 SQM,N/A,N/A
أرض صناعية للبيع السقسوق,"Barka, Al Batinah•","OMR 85,000Negotiable","1,000 SQM",N/A,N/A
نزوى الداخليه,"Nizwa, Al Dakhiliya•","OMR 14,000",674 SQM,N/A,N/A
بهلاء جبرين 3 رقم القطعة 132,"Bahla, Al Dakhiliya•","OMR 10,500",782 SQM,N/A,N/A
ست فلل بوشر جال موقع ممتاز,"Bosher, Muscat•","OMR 390,000Non Freehold","1,650 SQM",N/A,N/A
أرض سكنية للبيع في العامرات (مساحة الأرض: 600م),"Al Amarat, Muscat•","OMR 25,000",600 SQM,N/A,N/A
Muscat Hills The Links - Apartment for sale,"Muscat Hills, Muscat•","OMR 56,000Negotiable",1,2,74 SQM
شقه خلف مسقط مول,"Al Maabilah, Muscat•","OMR 100,000Non Freehold",2,2,117 SQM
فله للبيع في المعبيله حي الراويه قرب جامع الصالحين,"Al Maabilah, Muscat•","OMR 71,000Negotiable",6,8,293 SQM
للبيع شقة مجددة بالكامل في القرم من المالك,"Qurum, Muscat•","OMR 55,000Freehold",2,3,105 SQM
مطعم للبيع في الموج  - Restaurant for sale in AlMouj,"The Wave (Almouj), Muscat•","OMR 185,000Freehold",200 SQM,N/A,N/A
ارض للبيع في السد نزوى,"Nizwa, Al Dakhiliya•","OMR 13,500",600 SQM,N/A,N/A
فلة جديدة  للبيع في ولاية الجبل الاخضر,"Nizwa, Al Dakhiliya•","OMR 125,000Negotiable",3,5,310 SQM
"URGENT SALE. Apartment in Muscat Hills, Cost Price 92k","Muscat Hills, Muscat•","OMR 80,000Negotiable",2,2,100 SQM
al khoud shuq very gd location,"Al Khoud, Muscat•","OMR 2,500Non Freehold",1,0,"2,500 SQM"
إيصال ارض تجارية,"Salalah, Dhofar•","OMR 10,000",10 SQM,N/A,N/A
ارض في الشخاخيط بقرب مصنع التمور موقع ممتاز,"Barka, Al Batinah•","OMR 37,000",732 SQM,N/A,N/A
للبيع توين فيلا راقية – موقع مميز في مخطط العامرة، بركاء,"Barka, Al Batinah•","OMR 58,000Non Freehold",4,5,600 SQM
شقة راقية للبيع في الخوض السابعة – تشطيبات فاخرة وموقع مميز,"Al Khoud, Muscat•","OMR 39,900Non Freehold",2,3,108 SQM
ارض سكني تجاري قريب مشروع الساحل في ولايه قريات,"Qurayyat, Muscat•","OMR 39,000Negotiable",520 SQM,N/A,N/A
مغسلة للبيع في تلال القرم,"Qurum, Muscat•","OMR 6,200Freehold",10 SQM,N/A,N/A
للبيع طوي النصف,"Sumail, Al Dakhiliya•","OMR 43,000Negotiable",3,4,193 SQM
للبيع  أرض سكنية مميزة – الحرادي، بركاء,"Barka, Al Batinah•","OMR 16,500",620 SQM,N/A,N/A
ولاية الخابورة/ القصف,"Al Khaboura, Al Batinah•","OMR 59,750Negotiable",6,8,326 SQM
نزوى /حي التراث,"Nizwa, Al Dakhiliya•","OMR 28,000",900 SQM,N/A,N/A
الي يريد بنايات في مسقط متواجده معي,"Bosher, Muscat•","OMR 1,000,000Freehold","1,600 SQM",N/A,N/A
مطلوبب شاري جاد للمباني في جميع انحاء مسقط وكل البنايات لم تعرض من قبل,"Bosher, Muscat•","OMR 1,000,000Non Freehold","1,200 SQM",N/A,N/A
فرصة عقارية استثمارية فندق للبيع الموالح,"Al Mawaleh, Muscat•","OMR 700,000Non Freehold",400 SQM,N/A,N/A
بركاء البدي جنوب الشارع العام. . .,"Barka, Al Batinah•","OMR 12,500",617 SQM,N/A,N/A
بركاء ،، الهرم,"Barka, Al Batinah•","OMR 54,000Non Freehold",6,5,285 SQM
لة في الخوض السادسة موقع ممتاز بالقرب من جامع الجلندى مع الاثاث,"Al Khoud, Muscat•","OMR 170,000Negotiable",5,5,600 SQM
فيلا للبيع بالعامرات,"Al Amarat, Muscat•","OMR 63,000Non Freehold",4,6,317 SQM
فلل للبيع بسعر أقل من سعر السوق,"Bidbid, Al Dakhiliya•","OMR 58,000Negotiable",6,7,600 SQM
استراحه جميله وراقيه للبيع مباشر من المالك,"Barka, Al Batinah•","OMR 93,000Negotiable",3,4,"1,200 SQM"
بركاء السوادي,"Barka, Al Batinah•","OMR 48,000Non Freehold",5,6,335 SQM
مرتفعات العامرات المرحله 2 من المالك مباشرة,"Al Amarat, Muscat•","OMR 25,000",500 SQM,N/A,N/A
بركاء ( مزرع الحرث ),"Barka, Al Batinah•","OMR 55,000Negotiable",3,3,420 SQM
South Alhail land 600 m,"Al Hail, Muscat•","OMR 130,000",600 SQM,N/A,N/A
فرصه للإستثمار ارض في العامرات التاسعه بسعر مغري,"Al Amarat, Muscat•","OMR 25,500",600 SQM,N/A,N/A
شقة للبيع في بركاء الهرم الخامسة,"Barka, Al Batinah•","OMR 20,500Non Freehold",2,3,103 SQM
فرصــة للاستثمار من المالك مباشرة ارض للبيع في مخـطط الرميس,"Barka, Al Batinah•","OMR 21,000Negotiable",600 SQM,N/A,N/A
بركاء السوادي ارض للبيع,"Barka, Al Batinah•","OMR 9,000",648 SQM,N/A,N/A
Almouj Apartment One BHK for sale,"The Wave (Almouj), Muscat•","OMR 90,000Negotiable",1,2,107 SQM
للبيع أرض ف النبأ لا يوجد حظر للارض,"Al Qabil, Al Sharqiya•","OMR 3,800",780 SQM,N/A,N/A
